,Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MultipleLines,DSL,Fiber optic,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,Month-to-month,One year,Two year,tenure,MonthlyCharges,TotalCharges,pre,Churn
346,6951,9588-YRFHY,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6968377194518764,-1.4784974749846032,-0.5322896614922952,0,0
347,1509,1092-GANHU,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6083724456630374,0.4202782966786577,-0.4009157316516141,1,1
348,4423,5951-AOFIH,1,0,0,0,1,0,1,1,0,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.044232636894419544,0.07732760664256214,0.01984658669187684,0,0
349,1088,7029-RPUAV,1,1,1,0,1,0,0,1,0,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6083724456630374,1.2165930696405185,-0.2614367595677976,1,1
350,6098,4700-UBQMV,1,0,1,1,1,1,0,0,0,1,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.44522117502367314,0.39518434374918726,-0.29426330948846274,0,0
351,3844,3594-UVONA,0,0,0,0,1,1,0,1,1,1,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12580827221410165,0.7314433130040906,0.4102883709614658,0,1
352,7036,7750-EYXWZ,0,0,0,0,0,0,1,1,1,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8123115339622426,-0.11505936581671121,-0.6584032157267073,0,0
353,5902,7054-ENNGU,0,0,1,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9346749869417659,-0.4429536840951244,-0.7833427805554286,0,0
354,5828,0402-OAMEN,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.634957525628221,-1.3262608272124825,-0.222311304951214,0,0
355,3320,2195-VVRJF,1,1,1,0,1,1,0,0,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5675846280031963,-0.16692020187094994,-0.5375048836598836,0,0
356,3818,8819-ZBYNA,0,0,1,0,1,1,1,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.063928078390446,1.5060099934270768,1.892924106752386,0,0
357,2580,7748-UMTRK,0,1,0,1,1,0,0,0,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.07813081608510364,1.2450328829605848,0.34906030811081673,1,0
358,4600,1741-WTPON,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9823524430707639,1.7318555697923104,1.9716039736530173,0,0
359,2798,7209-JCUDS,1,0,0,0,1,0,0,1,0,1,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8938871692819248,1.0308978179624375,-0.520436883838685,1,1
360,1851,2485-ITVKB,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2201897105606532,-0.9699266956140029,-0.9629857363454783,1,1
361,5725,9648-BCHKM,0,0,1,1,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5675846280031963,-1.3195691064312907,-0.7811979922181087,0,0
362,4008,0743-HRVFF,0,0,1,1,0,0,0,1,1,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7784133547715586,-0.26562308339353363,0.3149468851877596,0,0
363,3751,2522-AHJXR,1,0,1,0,1,1,0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.145503713710128,1.5177205047941633,1.9738390688676986,0,0
364,3291,9143-CANJF,0,0,1,1,1,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.32285772204415,-0.2990816872994942,-0.39807106501474765,0,0
365,6537,1444-VVSGW,1,0,1,0,1,1,1,1,1,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5533818903085388,1.7251638490111187,2.6041810728463575,0,1
366,2961,6898-MDLZW,1,0,0,0,1,0,1,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.8123115339622426,-0.3459237327678389,-0.7011409454377245,0,0
367,1123,0074-HDKDG,1,0,1,1,1,1,1,1,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2820699043843089,-0.0832736921060486,-0.2666068282967057,0,0
368,4113,3982-JGSFD,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.16659608987394273,-1.4634411032269208,-0.6798285223805665,0,0
369,2319,7928-VJYAB,1,0,1,1,1,0,0,0,0,1,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8530993516220837,0.8870258211668068,-0.5333733440206252,1,0
370,5975,1522-VVDMG,1,0,1,1,1,0,1,0,1,1,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.016250622261448,0.8585860078467406,-0.7191345907518718,1,1
371,4473,2665-NPTGL,0,1,1,0,1,0,0,1,0,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.24128208672446785,1.1379653504615108,0.13963865951103013,1,0
372,768,8728-SKJLR,1,0,0,0,1,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.370535178173148,0.3399776473043522,0.4008061488385777,0,0
373,4151,7733-UDMTP,0,1,0,0,0,0,1,1,0,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0231402607306048,-0.3041004778853882,0.40304124405325853,0,0
374,2711,0431-APWVY,0,0,1,1,1,0,0,0,0,1,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.15970645140478576,0.8702965192138266,0.17948656914650052,0,1
375,6075,5081-NWSUP,0,0,0,0,1,0,1,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8938871692819248,0.027139700783621323,-0.6844793265646497,0,0
376,3437,2746-DIJLO,0,0,0,0,1,0,1,0,0,0,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.370535178173148,-0.2606042928076396,0.07339856496685455,0,0
377,311,7277-OZCGZ,0,0,0,0,1,1,0,0,1,0,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.40443335736383207,0.8351649851125681,-0.1423219883288505,0,0
378,2424,5236-PERKL,0,0,0,0,1,1,1,1,0,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0231402607306048,1.6348256184650252,1.9251410852508657,0,1
379,1237,2788-CJQAQ,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.7715237163024016,-1.4935538467422853,-0.8720241341237729,0,0
380,3398,3096-WPXBT,0,0,1,1,1,1,1,1,0,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1862915313699691,1.2249577206170086,1.7235987117008125,0,0
381,6230,9962-BFPDU,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2609775282204942,-1.473478684398709,-0.9849754609828426,0,0
382,5515,2892-GESUL,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5675846280031963,-1.4968997071328813,-0.854391716319069,0,0
383,4165,9741-YLNTD,1,0,0,0,1,0,0,0,1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.057038439921289,0.7983605208160117,-0.7581697384910947,1,0
384,1578,1205-WNWPJ,0,0,0,0,1,0,0,0,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.016250622261448,-0.15353676030856578,-0.8062129972470612,0,1
385,5512,3173-NVMPX,0,0,1,1,1,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9346749869417659,-0.29406289671360014,-0.7677196907720033,0,0
386,6346,9661-MHUMO,1,1,1,1,1,0,0,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.2609775282204942,-0.4964874503446613,-0.9717906568881601,0,1
387,5168,6000-APYLU,1,0,0,0,1,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9346749869417659,0.5591315028883936,-0.6720395542081941,1,1
388,6657,0048-PIHNL,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6968377194518764,-1.4600952428363247,-0.5872413963663659,0,0
389,51,9420-LOJKX,0,0,0,0,1,1,1,0,0,1,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6899480809827195,1.1714239543674714,-0.3499600761007604,0,1
390,2064,7061-OVMIM,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07813081608510364,-1.4902079863516895,-0.7192700510679131,0,0
391,800,5671-RQRLP,0,1,1,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5533818903085388,0.3868196927726971,1.449404455313964,0,0
392,14,5129-JLPIS,1,0,0,0,1,1,0,1,1,1,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2820699043843089,1.385559019365619,0.21881521423714623,0,0
393,884,5170-PTRKA,0,0,1,1,0,1,0,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6968377194518764,-0.9465056728798307,-0.18939444815318804,0,0
394,6108,4819-HJPIW,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5675846280031963,-1.3028398044783103,-0.7787371298100259,0,0
395,4666,8780-RSYYU,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2820699043843089,-1.5019184977187754,-0.7537672782197538,0,0
396,6383,2335-GSODA,1,0,0,1,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.36364553970399105,-0.8026336760842002,-0.606725105156967,0,0
397,5449,5696-CEIQJ,1,0,1,1,1,0,1,1,1,1,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4310184373290156,1.306931300186612,2.1195266387700724,0,0
398,949,6169-PPETC,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12580827221410165,-1.458422312641027,-0.6511560888185,0,0
399,1549,4237-RLAQD,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2609775282204942,-0.6102467036249271,-0.9733258738032945,1,1
400,1693,7359-WWYJV,1,0,1,0,1,1,1,1,1,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.634957525628221,1.685013524323966,2.787594340766222,0,0
401,4185,8620-RJPZN,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2609775282204942,-1.4517305918598347,-0.98468196363142,0,0
402,1648,7426-WEIJX,1,1,1,1,1,1,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.145503713710128,0.5641502934742879,1.2000220134820063,0,0
403,2691,7629-WIXZF,0,0,0,0,1,1,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.016250622261448,-0.16692020187094994,-0.8272996531108172,0,0
404,1288,2616-FLVQC,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3086549843494926,-1.4902079863516895,-0.43405835564304207,0,0
405,2792,9163-GHAYE,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6899480809827195,-0.5098708919070455,-0.6613381892409346,0,0
406,658,4464-JCOLN,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.2201897105606532,-1.4801704051799012,-0.9778186409519961,0,1
407,5842,2971-SGAFL,0,0,0,0,1,1,0,1,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7715237163024016,0.4905413648811746,-0.5445939735327096,0,0
408,4947,4735-ASGMA,1,0,0,0,1,0,0,1,0,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.24128208672446785,1.146330001438001,0.14171571769032962,1,1
409,6747,5245-VDBUR,0,0,1,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8192011724313997,-0.9582161842469167,-0.10949543840818537,0,0
410,5615,1493-AMTIE,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2609775282204942,-1.4684598938128148,-0.9849077308248222,0,1
411,4810,1112-CUNAO,0,1,0,0,1,0,1,0,0,0,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6899480809827195,0.8619318682373365,-0.3506148009616265,1,1
412,4664,7571-YXDAD,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.2201897105606532,0.3617257398432267,-0.9275854404200292,1,1
413,4856,8714-EUHJO,0,0,1,1,1,0,1,0,0,0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.03734299842526258,0.9054280533150855,0.35851995351436455,1,1
414,3744,9040-KZVWO,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.24128208672446785,0.38180090218680285,-0.08278717942871719,0,0
415,7,6713-OKOMC,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.8938871692819248,-1.1489302265108918,-0.8577104940620798,0,0
416,5736,8749-CLJXC,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2609775282204942,-1.473478684398709,-0.9849754609828426,0,0
417,5039,4713-LZDRV,0,1,0,0,1,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2201897105606532,0.5189811782012409,-0.9059569432921083,1,1
418,3790,6598-RFFVI,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2201897105606532,-1.4985726373281796,-0.981250302291708,0,1
419,2290,7470-MCQTK,0,0,1,0,0,0,0,1,0,1,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7715237163024016,-0.5132167522976416,-0.7080268448364885,0,1
420,183,5524-KHNJP,1,0,1,1,1,1,0,1,0,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.044232636894419544,0.35670694925733243,0.11372058570846941,0,0
421,5587,1707-HABPF,0,1,0,0,1,0,1,1,0,1,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5744742664723533,0.9104468439009793,0.869160191551231,0,0
422,1037,4581-LNWUM,0,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7715237163024016,-0.49983331073525744,-0.7008022946476213,0,0
423,3251,9710-ZUSHQ,0,1,0,0,1,1,1,0,0,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20738390753378377,1.4273822742480697,0.8377333982296588,0,1
424,2701,1697-LYYYX,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1862915313699691,-1.5052643581093716,-0.4775636938116265,0,0
425,760,4013-GUXND,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2609775282204942,-1.4483847314692389,-0.9846368101927395,0,0
426,6324,5022-JNQEQ,0,0,1,1,1,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9346749869417659,0.39351141355388886,-0.7016602099825494,1,0
427,5675,4983-CCWMC,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.179401892900812,0.1843951391416355,-0.9003804936150763,1,0
428,165,6345-FZOQH,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5125940726486977,-1.4784974749846032,-0.3783841657500846,0,0
429,2593,0962-CQPWQ,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2270793490298102,-1.465114033422219,-0.408772429982007,0,0
430,404,5495-GPSRW,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.4860089926835142,-1.4851891957657952,-0.8046552036125867,0,0
431,5166,2252-JHJGE,1,0,0,0,1,1,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1862915313699691,1.3353711135066781,1.8792877682709,0,0
432,6104,7356-AYNJP,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.138614075240971,-1.3446630593607611,-0.9500041227248577,0,0
433,3957,2019-HDCZY,1,0,1,0,1,0,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2678671666896513,1.2885290680383332,1.8491704246710599,0,0
434,4281,8582-KRHPJ,1,0,0,0,0,1,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7376255371117175,-0.973272556004599,-0.1892138343984663,0,0
435,6190,2867-UIMSS,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2609775282204942,0.5490939217166055,-0.957680207300529,1,1
436,832,3487-EARAT,0,0,1,1,1,1,1,1,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5533818903085388,0.33495885671845793,1.3640193027692906,0,0
437,805,9926-PJHDQ,0,0,1,1,1,0,0,1,0,1,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.634957525628221,0.42529708726455145,1.4751644920811435,0,0
438,5773,0289-IVARM,0,0,0,0,1,1,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12580827221410165,-0.11840522620730731,-0.09881665016026618,0,0
439,1557,4672-FOTSD,1,0,0,0,1,1,1,0,1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8123115339622426,0.10576741996262841,-0.6182166553011338,0,0
440,6127,6198-PNNSZ,0,0,1,0,1,1,1,1,0,1,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9823524430707639,1.5294310161612492,1.7646883408999945,0,0
441,6885,7603-USHJS,1,0,0,1,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8123115339622426,0.3232483453513719,-0.6005616607770896,1,1
442,2088,6784-XYJAE,0,0,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16659608987394273,-0.27733359476061986,-0.11737471345791863,0,0
443,5234,3858-XHYJO,0,0,1,0,1,1,0,1,0,1,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32974736051330694,1.3939236703421092,0.9153070058826199,0,0
444,4259,1087-UDSIH,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.179401892900812,-1.4885350561563913,-0.9670495458267161,0,1
445,683,7251-LJBQN,0,1,0,0,1,0,0,1,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.32974736051330694,1.327006462530188,0.8971779002524312,0,0
446,2472,3200-MNQTF,1,0,1,0,1,1,1,1,1,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4310184373290156,0.22789132421938457,1.1178427550836425,0,0
447,1162,9359-UGBTK,0,0,0,0,1,1,0,1,1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4310184373290156,0.27640629988302695,1.259805166294882,0,0
448,2139,8160-HOWOX,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.016250622261448,0.092383978400244,-0.7871808228432643,1,0
449,2968,0258-NOKBL,1,0,0,0,1,0,1,1,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.179401892900812,0.8803341003856151,-0.8728143193006802,1,0
450,3798,2800-QQUSO,1,0,0,0,1,0,0,0,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.41132299583298904,1.2115742790546242,0.9127784133165162,0,0
451,3769,2129-ALKBS,0,0,1,1,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.32974736051330694,-1.2677082703770517,-0.5075004236567447,0,0
452,6973,9972-VAFJJ,0,1,1,0,1,0,1,1,1,1,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8599889900912407,1.0007850744470728,1.205598463159038,0,0
453,4475,4693-VWVBO,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.179401892900812,-1.4902079863516895,-0.9664625511238706,0,0
454,6574,6969-MVBAI,0,1,0,0,1,0,0,1,0,1,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9346749869417659,0.8702965192138266,-0.6252154382965989,1,0
455,1277,4821-WQOYN,0,0,1,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.634957525628221,-1.471805754203411,-0.39518124493920076,0,0
456,6207,6769-DYBQN,1,1,0,0,1,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5744742664723533,0.699657639293428,0.7982918695423122,0,1
457,743,4018-PPNDW,0,0,1,1,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1862915313699691,-1.3379713385795688,-0.29342797087287503,0,0
458,2138,6288-CHQJB,0,0,1,1,1,1,0,1,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9007768077510817,0.19610565050872195,0.7542446901095627,0,0
459,5891,4905-JEFDW,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8530993516220837,-0.7524457702252594,-0.7815366430082118,0,1
460,4305,0559-CKHUS,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.11891863374494469,-1.4902079863516895,-0.7584180824038369,0,0
461,2204,2659-VXMWZ,1,0,1,1,1,1,1,1,0,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4310184373290156,1.5796189220201902,2.3843967100694146,0,1
462,2467,6559-RAKOZ,1,0,1,1,1,0,0,0,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6968377194518764,1.132946559875617,1.2265722354260928,0,0
463,3112,8809-XKHMD,1,0,1,0,1,1,1,0,1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.634957525628221,1.2199389300311143,2.3135058113411557,0,0
464,6735,6365-HITVU,0,0,1,1,1,1,1,1,1,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5941697079683799,0.7749394980818392,1.863596948329454,0,0
465,1756,0134-XWXCE,0,1,0,0,1,0,0,1,1,1,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4928986311526712,0.3600528096479283,0.48160822735718883,0,0
466,2034,9720-JJJOR,1,0,1,1,1,1,1,1,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.370535178173148,-0.12676987718379745,0.13990958014311283,0,0
467,541,2782-LFZVW,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.8530993516220837,-0.171938992456844,-0.7223856383368621,0,0
468,4629,6112-KTHFQ,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.7715237163024016,-1.4985726373281796,-0.8679151712038546,0,0
469,1254,9220-ZNKJI,0,1,1,0,1,0,0,1,1,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9415646254109228,0.8268003341360779,1.1757294634719404,0,0
470,6786,9820-RMCQV,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8530993516220837,-0.5199084730788338,-0.7678099976493642,0,1
471,6946,9013-AQORL,0,0,0,1,0,0,1,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6560499017920354,-0.6202842847967154,-0.042036201019638425,0,0
472,796,2040-OBMLJ,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.03734299842526258,0.5892442464037583,0.15677438949024955,0,0
